,id,text
2,1575179099550625792,Biggnbossy yungbabydade ItzBitc ihythreat We stan Nicki reason time BARBZ need show support like bullied people getting back problematic You saw happened blog YouTube wake tf
4,1575179065199591424,Retired one day Mikel Both year I miss combo mikel would sit deep ramires would press high inside opposition half Naaaa I watching jorgi get bullied like retired sex worker http co CVrDk lma
6,1575179056336601089,PopBase bro get bullied
8,1575178980483018754,So dy bullied lol http co RafOAhPVCP http co yVix eyCEi
9,1575178963227267072,Der_Gunnar UkraineUk kamilkazani They bullied shamed zero gas RUSSIA cut screw All talk sending weapon NOT sending ha made DE look worse really
10,1575178958970097665,BoriaMajumdar Isnt bullied shah
11,1575178958865244162,done bullied amp blamed PnB girlfriend killer already prior post social medium smfh
13,1575178874672934912,KevinSabet year old virgin def got bullied high school still opposes something highly benefit many people yet still era nixon Sad man Waste breath book suck
15,1575178860563378176,Shellhead_ og_tigress WTF_OS We bullied Shell
17,1575178831966908416,BigelowBethany SteveAndApril DCSCInc NigelTPacker SystemsCk burleyfires FelixNater samiamiu AZMetals GBmfg_Neil PfaffDena Bewickwren DonnyoSpeaks AReliability GHSdirect go_hourly JulieBasello The_Last_Hurdle LoneStarSUVLimo SocialSMktg Mobileshopco I wa bullied bigger girl growing Bronx I learned fight back Words
18,1575178805475692544,Ninja Fan Bro pls get bullied brother exfriends school bacon pls
19,1575178788463255553,Kid bullied Kid playing chess throw phrase like You gon na horsey hop way one I trying edit next room muffling laughter momlife momswritersclub amwritingromance amrevising
22,1575178739704791040,ittsmayya favvgirI ipsssen trying spread peace defending woman get bullied daily mean obsessed social medium amp celebrity life opinion difference comment since know personally believe whatever want lol
29,1575178540701872130,Canellelabelle Bullied wedding choice dress attire pull kid
32,1575178415539249153,srpcohi Literally proof bullied anyone hearsay joke get cry baby
33,1575178411479539712,Helexzura bullied persuaded
37,1575178279040188416,Eristheeangel lillysthoughts Didn see viral brownie glazed scandal Or testimony black girl sharing bullied school Hailey said N word multiple time She tweeted shut smack back country How close Selena Explain
39,1575178217618481153,tetuben Benjamin I sorry getting Bullied comment Bullying ok It ok MAGA Support whatever Politics want Nobody ha right bully It like chance Lynda Carter either
44,1575178144171970560,sind lla dwayne Additionally I sorry kid bullied Kung Fu San Soo originally Jimmy Woo saved life serval occasion And I went wa age restriction Just parental consent form It lethal brown belt Fyi But self defense ONLY mentally
46,1575178076064927744,NalaThokozane All people said bullied x
47,1575178073648963584,exo_ninigommie ha constant thing fandom long time everytime content creator someone trying something fandom get bullied give leave
49,1575178051008475136,Helexzura I wish I could bullied Chrono Trigger
54,1575177961690447872,essentially tweet wa like liam said podcast also think got severely bullied internet honestly horrific even though sad wa said cant help miss
55,1575177951997722624,ALLYS_wONdrland bc tolerate bullying logan bully nebody bullied wherever land bully land
57,1575177890219450368,always type ppl bully garam ppl claim bullied someone dont even know name bc even read svc claim pretty privilege bc envy af start shame reason
61,1575177820162371584,NY_Kid They still getting bullied imo
68,1575177628780109824,I wonder people got bullied liking anime felt got mainstream
69,1575177599898202113,CrawDianne hrrysgreysuit When doe obsession become unhealthy Were bully school bullied turning table twitter kind catharsis
72,1575177418171908096,Little Dogs get nippy threatened They SO MANY bigger dog park could hurt misplaced paw A successful little dog stand bullied away food toy
75,1575177357580963840,rebekah_es I even tried speak power top change culture I realized bullied I I protect target I stay kid I sure much longer I search safe school land
76,1575177356355899393,ryuhayuken far kinda dropped halfway didnt like torako still salty handled kid bullied somewhat slow imo
81,1575177264194785285,GlennYoungkin I believe LGBTQ child like mine state bullied bigoted administration
82,1575177263607582721,smirhenn WORLDSTAR TheRock I wa disabled kid childhood wa nightmare I wa bullied adult kid I watched john Wayne western film I wanted men film He became hero I became type men played kept alive child
84,1575177254715334657,kurtstieI whats fic talked u bullied write thanks volunteering write sex part
91,1575177207705571330,plutoniumhndrxx NBA_tauri ConnorBRFC pinkvan Rap lot school counselor useful equipped deal severe circumstance usually kid getting bullied difficult home life etc excuse something like people born desire kill
94,1575177142757117952,SKZHashtag I hope truly fair future Chinese fan ability thing bullied
95,1575177142408597504,sind lla dwayne Don give inch I wa bullied bad school teacher put hall desk bully I wa bullied teacher My sister dad pulled priciple across desk tie beating sister wooden paddle
100,1575177076856197120,nasakesan Nah bullied boy platform
101,1575177055615930369,The state lad bullied countless EU country voting way wanted ignored wrong result Ireland still remembers Nice Lisbon sham referendum Behave http co alerw omO
102,1575177054722543619,In normal country citizen bullied stage nonsense SA wan na make fun everything keyboard warrior IPPs thing
106,1575177001404891143,prab_govender point She bullied countless artist
109,1575176970165719045,HRH_William_ If true bet wa bullied
110,1575176943686729728,CrimsonFenrir Why attempt If I get bullied friend friend get bullied If friend good people I good person Definitely mooch If friend commit crime I commit crime If friend get married I get married
114,1575176845313572865,According Jimin concept wa show true self The shirt Jimin wearing main cover photobook poster design Yves Saint Laurent wa gay person wa bullied orientation Jikook Jimin http co Lvzv wFaRe
116,1575176788724322304,EJtheCROOM This whole thing feel like extension black kid bully black kid different bullied kid deserved argument used
118,1575176760807030785,leebee life Not Taylor Hale biggest alum BB also richest She got bright future ahead Joseph side All bully bullied Taylor including monte seething right TaylorsKarma
120,1575176742624722944,FFringus CountessCommon MeghansMole Marly katienicholl Maybe PG wa bullied another kid said bc wa upset retaliation The fact katienicholl wrote minor child Prince Princess Wales baffle
121,1575176699838603266,Gorz story hella fake black kid wa getting bullied cuz autism
123,1575176671564824577,ditsy_chick Estelle_Flee lovefamilywales richardaeden mailplus Name bullied http co GBSmvvaDXI
127,1575176627381682177,kyleprintspews XTMD Bro got ta try fry gravy wa unsure first I moved new Texas friend bullied try I still think back I deserve
131,1575176571626786817,katienicholl Putting spotlight bullying allowing bullied He kid Do better Write better Work judgement And apologize What wa son What would Princess Diana Queen Elizabeth say http co ylfEAYJIP
132,1575176520397901824,YALL BULLIED SOLANA TO HAVE HER REPLIES OFF HOW IM SUPPOSED TO COMMUNICATE NOW http co v uStKMqWQ
138,1575176241459900416,Miles From The Sea I WAS BULLIED VERY BADLY AT SCHOOL http co RFQr Ghek ThursdayThought ThursdayTreats TravelThursday FridayEve ThursdayMotivation WednesdayWisdom wednesdaythoughts wednesdaywit WednesdayMotivation Humpday Humpdayhappiness WorkoutWednesday
142,1575176183683043328,PJnobaptiste DMocha ThePinkRoom Your one cry someone bullied With said nothing get You tuff skin live world today go
144,1575176152968462337,savage_prof Yeah got bullied stiff everyone else uh
145,1575176152943325184,LeBatardShow friend talk think Dolphins NFL power ranking ChrisWittyngham wa bullied removing Dolphins quarter zip http co tJ tPkjRBr http co H MYLHqvv
147,1575176120021884928,HondaTadakatsu It get easier Students managed reach level could fend intrusive remark amp manipulation I found easier I always candid manner Dealing hostility resent someone bullied wa harder
150,1575176048861679616,NoxiousLive beamtown bully become bullied
151,1575176029592690689,SimonUTDv Bullied blocking http co dBX rUO
153,1575175986458800129,machecazzodicii No idea wa bullied I loved since New Rules video She could ruin life video tight bun
157,1575175812843679744,savage_prof I love everyone bullied learned dance everyone thirsting growth beautiful
161,1575175748645593089,cat bullied
162,1575175709148217344,AmdukaZemi Boo whoo bullied first night introduced You jealous jump
163,1575175705435906049,Imagine sleeping next person every night gone Ya bullied girl bad I pray healing though tough time His poor baby
165,1575175696044859392,UTDMarshall markgoldbridge Yeah game great sample size Walker James terrible defender get bullied much Trent And trippier level every aspect
173,1575175584610590720,remembering college community service club bullied straight week leaving lasting mental trauma still affect personal professional life bc I big little pairing right way http co QXjMusoQ
174,1575175582664765440,ceIlofane yeah bullied military found full name char found linkedin blocked u aftwe
175,1575175545741971456,SprdsheetAgenda iconic_roy OnBallSteph OMG actually bullied Space last night changing PFP
177,1575175511483256832,successfully bullied Splatoon NintendoSwitch http co b zofcfOOj
184,1575175375516495872,Bullying wrong It okay bully others back bullied T R Durphy
185,1575175345837252608,lnbshr boy end getting bullied He better chill
189,1575175176404467717,assembly funny nobody cared I wa bullied
191,1575175092807430144,NicholasPascar RawbertBeef You getting bullied fr wtf
192,1575175091406532608,NEVER BEEN SO BULLIED BY MY FAVS LIKE I VE BEEN BY PARAMORE
193,1575175065603145728,After three week lotta fun learning everything make sense FP I waiting actual project start And meanwhile I still getting bullied math http co Hg uSi Osf
194,1575175052693504000,Not getting bullied chik filum employee
195,1575175047701966849,I wan na best friend Chris Catalyst Yorkshire could bond cricket Yorkshire tea bullied southerner accent lt
197,1575175025870528512,Hailey bullied Selena Taylor worst reputation wa besties Jenners peak think table would turn tweet like could used oh well karma b
198,1575174986280493056,The never ending cycle Twitter user say dumb hateful shit Twitter mob cook Twitter user say bullied non binary disabled catholic suffers dyslexia
199,1575174977275338752,gmbutts From guy bullied justice minister look way billed Canadian taxpayer move Toronto Ottawa
204,1575174903237849089,melfen This wa one I mentioned wa severely bullied year AEW wrestler gf unfortunately cousin longer u
206,1575174899500429313,McFaul Germany ha experience bullied No wonder react like France
209,1575174847084531713,AFC_B B Mate weak year whoever wa fit get bullied lot Cesc ha spoke several time difference club played Eduardo wa difference maker rate btw made
212,1575174831003537408,We really bullied Monte wearing hat rest life skxndjc I love u BB http co cJM xVMXNl
213,1575174819749933057,SofaAssoc BrandonLewis My friend wa told accusation wa enough wa continually bullied plead guilty Non side wa ever taken seriously
214,1575174778343673856,keller bullied lot kid jughead yeah name jughead
215,1575174775864844288,foodbad I want revenge I want bullied feel inferior This revenge even kill
216,1575174764393803776,Just want know fear mongering social medium algorithm promised Orange dude happening guy guy bullied cut family member Congrats http co dzoJcSMcQ
218,1575174723893604352,BULLIED HIM http co T mZ L g
219,1575174701852557312,So Doyoung bullied http co ErbAU Ph http co zRxWV PIHl
223,1575174561171386369,My customer service voice bitch Like girl bullied high school leaving church becoming degenerate heathen Hate
230,1575174390538334208,IridianIrene He wa understandably mad making joke sexuality comfortable I think wa excessive much bullied yes Do I think valid reason upset yes
231,1575174386037903360,Ethan_LMP TheDoctorDonna Same wa different disability I wa situation Ryan rather wa feeling like outsider bullied disabled
235,1575174285273939968,Is preventing bullied cause I wa kid I like WHAM http co oJuCY udvk
236,1575174275472166912,BritishQuakers nicolelampert No You cowered fear avoid risk bullied The UN amp Ammesty spoken racism amp brutality Palestinians suffer ignored favour insane ranting virulent nutter Twitter
238,1575174231775596548,Helexzura bullied
239,1575174230844776449,I wa really bullied getting Venmo
242,1575174160040439808,I bullied Brent I come Send address http co Unkgl wtim
244,1575174144462770176,Haurbus ZomgShiny That situation bullied coyote Gim lunch money
245,1575174136485539841,love grown man got bullied bird http co jsatXwxlRm
247,1575174083255246849,feel like I never get depression everywhere every minute woman suffering somewhere man suffered life people bullied help father abused mentally today I fit work even take care
248,1575174080772259840,Plus bullied child called Rhaenyra C word http co gFTTMlSpnD http co vsjQfE CYZ
255,1575173924287283200,PlantJacqueline I believe people laughed bullied http co wReWOeMnPw sorry Jacqueline Xxxx
259,1575173832142311424,He getting bullied kid lmfao http co nLkvrKrWxz
261,1575173753738100736,Radio_Y n nonbinarybooty show bullied kid anything showed specifically targeted student make fun literally made fun autistic child enacted child amusement others class
262,1575173738705739776,sad bullied girlfriend ppl already planned murder http co z SPLDCjLw
266,1575173649421959173,RonnyJacksonTX Rep Jackson made sexual denigrating statement female subordinate smelled alcohol duty humiliated staff long stint WH physician Pentagon Report Finds At yet Texans elected Congressman Telling TX http co MRYu YMIhP
269,1575173562578923520,GodofKrypton PythonMafia_ It kid Clemson Twitter bullied high school went away college joined fraternity thought wa cool
270,1575173559189897216,TMackenzieH Just know world saw love back day one Thank showing stay strong kind true even faced totally undeserved hostility Youre inspiration many u bullied wanted
274,1575173513710735362,DPLRR HPotterUniverse ikr Murders terrible people saying Severus bad guy Murders bully terrible Severus embarrassed ended ruining friendship Lily call name wa mad wa bullied
280,1575173288351133696,corvusyn That fucking suck I sorry bullied extent You give eyepatch rose
281,1575173250627223552,brian_buschini You caved There facism racism ism play You bullied medium woke gestapo
295,1575172978270441472,Brieyonce girl grand opening grand closing next video talking bullied harassed making http co mULKYOISbv
297,1575172936121491456,LBC Oh look surprise LBC got Harkle Markle bully must proud inviting MORE BULLIES bully Yr old PLAYGROYND BANTER dad bigger dad remember co u u want bullied
304,1575172890634616833,soy_eboi rewatching Bleach lmaoooo honesty watching stuff seen year murderous bully trope everywhere even new korean zombie show
306,1575172869822115840,BULLY BALL FCHWPO http co X lvTs
307,1575172865242333184,fav literally bully zayn saying wa ringo star opinion http co inIGiU wL
308,1575172860062027778,To know sometimes letting mf bully give knowledge bully defeat bully get sad cry time
309,1575172857092456449,murderhawk Meanie bully T
310,1575172856979152896,I uncheckable One thing bitch bully
311,1575172845239685120,peaceful_bully God I Sooo sorry sweet kind AND genuine
313,1575172826557911040,If I bully I love
318,1575172781788241920,GSD bully http co E ARzyY Bp
319,1575172773580013568,j mi let bully peasant
320,1575172745717248000,JaySekulow Please Jay He wa anti abortion bully Father husband stuff AND duly accused violator federal law No biggie
321,1575172745108672512,binaryAegis RavenKane little shit affectionate She write horniest smut ever laid eye get end realize wa setup worst pun world Go bully
322,1575172741468020736,RonnyJacksonTX Do anything politically relevant say Or th grade bully talk Sad
324,1575172702557507584,Broad Street Bully http co GmBDH EZ
325,1575172695850786816,BlueNosePanda scottyhoms Tyson_Fury JoeJoyceBoxing frankwarren_tv Exactly matter Fury tried bully way fight deadline He face Manuel Charr would get AJ fight
335,1575172597993840640,cutegrl wa supposed know many twisted freak
341,1575172469673304064,gf make friend slowly hate skinny hot polite http co JYMKLuwsJd
342,1575172469127671808,Twitter So allowing troll publicly bully harass photo child Why anything done fix How supposed move seeing horrendous horrific comment I disgusted
343,1575172467017928704,godsflaw Then school bully show house convinces hand kid lunch money directly see kid get cut
346,1575172421006823425,[ Free Book ] My Stolen Life high school bully romance Stonehurst Prep Book http co TQZnrbdWX
347,1575172410273599488,RonDeSantisFL Giving info people donate Hurricane Victims Do think million spent bully could help u Your class act asshole
348,1575172394922045441,teacher gon na read essay wrote min last night playing genshin gon na bully front whole class http co tN CgE L
351,1575172345504751616,RusEmbUSA StateDept mfa_russia ForeignAffairs WashTimes WSJ nytimes ShaolinTom TuckerCarlson AP FoxNews Ah bully try justify Hypocrites
353,1575172310520463360,LucyPyre_ look audience appreciates great youtube content express encourage make make le fun bully audience power real time
354,1575172296976711681,politicalcorr davidm Dr_Bry_So_Fly Wow sound like coward You let scummy putin bully word grow spine If ever stupid enough go nuclear die Better dead dictated putin toothless fear tactic
355,1575172294896656385,doyoukuromi poor dy even fan love bully bunny
357,1575172287720202242,antifasupreme ItalySoundsGood No looking way bully amp silence believe
358,1575172285387796480,You bully also get crush
359,1575172265096122368,BluntIndianGal SportyVishal What stats got What best fast bowler kohli scored run Lol even best inning acc fan came australia c bowler Like Coulter Nile Faulkner watson Dead rubber bully even T batter Just bash minnow bowler
361,1575172250260901888,HermanMashaba You weakness DA kick anti poor black everybody including know DA bully act like ha majority vote complained This ANC plan like Dawie lied campaigning DA
363,1575172240819322882,advertisement Bullying manager likely create environment vague secrecy team member may come tell bos bully read line probe deeper possible say Linnaberry http co XY WIDW x
364,1575172190945038341,A bully got taste medicine podcast madt You kept picking weak expect people defend Love know put fear http co z nhPqHgR
365,1575172190743326720,foodiebeauty one told start talking Nader yt No told show men genitals No one told expose countless time scam people lie bully expose That u http co V OagEF lY
366,1575172189686362115,bertbrine jam No I meant IM gon na one go back time bully Sam Walten
367,1575172179712307204,Macc _ Hell yeah u need bully
369,1575172156388167680,peaceful_bully Yeah thanks realizing I real person
370,1575172131788587009,imthebrownboy selsforeign Didn fandom bully Demi lovato fat shame Don throw stone glass house Selena problem said mad said problem yu like called hateful
371,1575172123563552768,To little turd trying bully kindergartner might remember year begging go prom I
372,1575172112884461568,seriously ha time bully Hailey go live hate actually shout thing met miserable get paid get help callherdaddy
375,1575172072015163398,Spongeybobby He fucked Nate weight bully lol Easily made day notice fought He heavy frame suggests
376,1575172062733541378,ghouliegirl__ Everybody nice everyday Except tired It funny bully
377,1575172037433126921,month bully http co w tPggCDPb
383,1575171908446072832,UticaEric NataliaAntonova Nice bully Childrens Rights Commissioner
384,1575171906361499648,GTA cancelled favor Bully
387,1575171885075034112,I want bully someone Shigaraki
388,1575171874631618560,janiceforsyth Shut drunken excuse drinker house bully Have shoved kid lately Resign immediately
390,1575171841504976896,KarlyRican_ MyFLFamilies But QueerPpl raising child bridge far She raising bully amp I hate CHILD
391,1575171839885824001,New Adult Romance ebook ASMSG Bully Me http co qslGMpfswX http co p oDLW oj
394,1575171821317791745,Helexzura About bully playing Monster Hunter Rise http co U KAOq xu
396,1575171779513167872,Nicki Minaj bully shit
397,1575171756184072196,twt bully liking yeat idc
398,1575171746528784391,chrislhayes RossBarkan You disgusting appeaser Your answer cave bully Huge disappointment Unfollow stop watching
400,1575171729605132288,SAI_hyd RachakondaCop VennelaPalle ARanganathan jsaideepak Shehzad_Ind Arey Munna ko bura laga Any slogan religion shouted offend people murder cry bully people inhuman also insult particular religion
403,1575171675980591118,wahprints I think absolutely wonderful fantastic person always enjoy seeing around Your sonas cute creative I hope best That said also really fun bully underpaw
404,1575171674944974848,Shadow_Brides Hey guy look Bully Maguire ballin http co LV FiAl
408,1575171615209320458,Understanding PSM Your kid jam hand cookie jar replace cookie every damn time fat outrun school bully http co p XEupHeA
409,1575171574918836227,SplashEdition Hey I watched badge tier video Does apply position And doe Ft center NEED bully well
410,1575171553947316224,peaceful_bully true loved would look like
413,1575171536293490692,u used bully boy u lil girl ur bad bitch idk make rule
414,1575171525728038915,NamePros I quit using disgusting bully forum year ago You unethical Show face You exposed That threat promise domain namepros scam http co TUQhUzX w
417,1575171507877052416,TheBarmyArmy TheRealPCB Hales overrated player League bully
418,1575171498544754690,snapnadaa floe Bully doe rustag
420,1575171483005227009,The fact cardis always right side thing v bully side thing http co cWURbviIrD
422,1575171392873459722,nanetteb She asked I wa bullied school wa bully Lol
423,1575171384195444741,cartersexuaI bully confronts people edgy childish era caring much dumb shit random people say
425,1575171347306934273,PopCrave Selenator need move stop begging attention Selena sweetest person industry sad ha far worst stans possible They disgusting human They send death threat everyone bully half internet
426,1575171337558978561,kelseeynicoleee Hope feel stupid tryna bully dat girl Weirdos
427,1575171325005828096,bemusedwithlife Straight HR It remove bias hopefully I hope manage get sorted I leave job due bully long ago
429,1575171281385066497,xavierofficials Don bully
430,1575171270358208514,UK Feminism New Rule Disagreement If give political concern priority attention e let u frame direct action interpret satisfaction e undermine bully thus anti feminist Yeah Hard pas
431,1575171262464524289,russomurdock I bully You still scare little
432,1575171258949332995,Petrus_vanDuyne RomanianInSwe No way bully anonymous Fella http co EQHdvJCuLo
433,1575171207233564683,Mr Shumate responded quickly request His response problem wa firm professional effective I use I ever situation company wa trying bully say Jer Google via Birdeye_ http co DTpR YpIsr
435,1575171161364656131,skzwrld pannchoa bully
436,1575171103148109825,Oh_My_Goddess pannchoa HES NOT A BULLY
437,1575171100840849410,TimRunsHisMouth I bet DeathSantis gladly accepts Federal aid He bully tyrant expect autocrat
439,1575171044410683396,angelkized Their whole twitter one big drool fest They attention bully people
441,1575171001045774342,JoshSmith mill Evan_ss DeItaone You loudmouth bully know franchisee yogurt shop speak softly carry big stick
443,1575170979273142278,College president use bully pulpit teach difference political issue people respectably disagree foundational value demand consensus sustain free society http co KSVUxGLfqS
446,1575170953977659392,boxmontessori They left live UK need even Royal website lie bully nice
447,1575170949330006022,JacksBack Oneguy more_shower UniforTheUnion Lanampayne JustinTrudeau GovCanHealth RealAndyLeeShow PierrePoilievre Roman_Baber LOCAL UNIFOR DanielAndrewsMP VictorianCHO bully
448,1575170949044793344,So fbi fbi yea I got ta confess I stole nickle one time piece gum I hit bully one time I voted Donald Trump I answer door find agent gun face wife face cause dangerous right
450,1575170946356609024,Kyrks MonDarky tvaugh MSNBC Oh yes look influence Johnson Conservative party also look Nigel Farage Brexit Exactly happening Italy Putin determined break EU funding rhetoric EU bully bad everyone Europe
451,1575170943982665728,Rayditzfn Im_Raechu Wait omg Im_Raechu U MADE THIS I fucking cry Me bf friend literally man squad use emote bully enemy goalie omg
455,1575170881323962371,cutegrl damn Taya maybe ditsy shallow thought
457,1575170843717431304,leahvallee Don let bully plenty tweeter post reply exactly like maybe type bit h next time You secretly calling cheap well http co qpBKwyA
458,1575170838097063937,ive trying figure deal poser nerd know youre bully
460,1575170822754299904,This Because JoeBiden true president Americans And trump wa petty bully hellbent dividing u u http co mfKDCGMXfb
461,1575170820900417540,BULLY http co gfMn kPLjS
463,1575170806522343429,You think bully people It okay I bully around Ask anyone
464,1575170795856228354,hilarious called bully twitter name say right want love everyone literally want want someone love smallest biggest accomplishment sweet look adorable fluff sparkly day come
465,1575170784099594252,Blinbich SELSREP bruh hailey done anything continue bully weird asf much HOLD emotion lmaoo
470,1575170667661516800,BBNaija Someone planned Amaka bully attack bryann reason Thank God bryann react day bbnaija
471,1575170662347337736,DiscardedVirtue TimRunsHisMouth He nothing trump His courage nothing bully stance moral conviction acting
472,1575170650875916301,Elizabe tylerperry netflix Willie Earl wa demon drug The way dad encouraged bully Bayou growing wa despicable way disrespected mom wa gut wrenching AJazzmanBlues JazzmanBlues YourFavTvandFilmEnthusiast http co hRaOTlQ
473,1575170606001057792,peaceful_bully What people cancer r going chemo
474,1575170600544669704,Dem bully handler take job seriously http co dyNKYYan E
477,1575170548107444225,SussexvC Let bully Kate She one ha one home live Incidently They belong crown
478,1575170518977638403,I watching cry bully red tail hawk front face called bullying dmons
479,1575170515865841664,Dont ya love take kid park play amp another parent watching kid literally trying bully kid playing playground Cause I one
480,1575170511474028544,Any way anyone want go bully someone drinking olive oil minthe space rn http co OM xqXXbJ
481,1575170505107075075,TheRogue_Elf realDailyWire No It weird I see someone bully judgmental people reason Who care Get new hobby
482,1575170498119364613,thisisacomputah LesbianVictuuri BULLY VIKTOR HE DESERVES IT bc WTF cheap Sebastian Michaelis vibe
486,1575170459535962113,No_ _in_dminor MrAndyNgo Yea It bit left field Certainly isnt representing heritage Getting paid pro grooming bully
487,1575170444906598400,Trirunt chrislhayes Has Tqucums given thought happens back bully nuclear weapon The bully sings land la land land Its land bc people call bluff This US US Patriots deal terrorist
488,1575170421498216449,JustMeRyder Probably yes possible later reopen development Bully remasters GTA IV RDR
489,1575170414073901063,The ourthBranch FenkelSchaefer charliespiering Putin regime imploding He desperate Of course I want WW I also think back attempting bully globe
490,1575170404272185345,Just listening DeSantis He actually sounding like governor instead spoiled brat Or bully
491,1575170352376053762,You stupid bully Nowi
492,1575170337184296960,GeorgeTakei And typical Christian Family Man aka Fragile Male Misogynist BULLY
494,1575170299527458818,PMS_Jordan Helexzura dont like bully method slowly corrupt time
497,1575170290417430538,Dariathatsall literally biggest bully everyone diarrhoea Do speak selena
498,1575170288765267969,TrueNorthCentre PierrePoilievre considered bully year old
501,1575170261518675973,keysparagaa UTDSingh This langur anadoie bully daily basis time file cyber bullying case
502,1575170253159428100,xthekillerannax Oh yes He even talk wa bullied never talked anyone wow look like HE bully
503,1575170218934300672,SkyNewsAust How Canadians Describe Pierre Poilievre leader Opposition Arrogant Bully Dishonest http co qVlUxn
506,1575170194779303936,eggbotme RonFilipkowski It one thing kid wa fun I let kid played pouring rain wanted ran right back wanted This kid obviously hate probably scared instead source comfort mom bully
509,1575170150986240000,genray PapiTrumpo No would boo trump ulcer crowd beat hell bully stand someone like trump baby cry
510,1575170105951940613,I stand wannabe bully quit forcing mean girl act
511,1575170070929899521,BravoTV lisarinna full sh You vile since joining group This rich coming You bully demur victim time
513,1575170023920144386,Destinysraven Not bad dowry BRB gon na bully single buddy buying weed puller
515,1575169994056298496,Guess That Why I On My Bully http co pwMkB qLFJ
517,1575169965115600899,TheFungi tedcruz GregAbbott_TX living Austin I ask every day guess much oil money much land lead masculine arrogance bully mentality
518,1575169955376795648,AmarjeetSohiYEG yes never cease amaze They waving flag much hate We huge bully population bordering hate But rounding victim asking feel maybe spend money
